Timestamp,"Вы поступили туда, куда хотели?",Имеется ли у вас интерес к профессии?,Работаете ли вы по профессии?,Почему вы учитесь в БГУИРе?,Ощущаете ли вы нехватку возможности выбирать интересующие вас предметы для изучения? ,Сдаёте ли вы чужие работы?,"Если сдаёте чужие работы, то почему?",Оцените качество методических пособий по учебным предметам (в том числе к лабораторным работам),Считаете ли вы дистанционное обучение эффективным?,"Ситуация, когда предмет интересный, а подача плохая, возникает","Ситуация, когда предмет кажется бесполезным, возникает","Считаете ли вы, что практика обязательного распределения приносит вам пользу (социальная защищённость, помощь в поиске первого рабочего места, и т.д.)","Считаете ли вы, что практика обязательного распределения приносит вам вред (ограниченность в выборе и смене рабочего места, невозможность продолжать учёбу за рубежом, и т.д.) ","Эмоции, которые вы получаете от всех частей учебного процесса, скорее",Желаете ли вы продолжить формальное образование с целью получения знаний после выпуска?,"Прямо сейчас у вас есть выбор: получить диплом и выпуститься, или же остаться и доучиться. В обоих случаях армия (для мужчин) и распределение по вашему желанию, место для жилья в Минске вам обеспечено. Ваш диплом и диплом человека, который останется и дослушает все курсы, не будет отличаться. Ваши действия?",Интересуетесь ли вы общественно-политической ситуацией в Республике Беларусь? ,Есть ли у вас желание уехать из Республики Беларусь?,Состоите ли вы в БРСМ? ,"Как вы относитесь к БРСМ? (нет, нам не заплатили за этот опрос)","Выбираете ли вы не выражать публично свои общественно-политические взгляды под страхом возможных репрессий со стороны университета? (отчисление, лишение общежития, и т.д.)",Каких кандидатов в президенты на выборах 2020 вы поддерживаете? (вы можете не отвечать на этот вопрос. Мы выделили наиболее популярных кандидатов по результатам интернет-опросов),Какой курс вы сейчас заканчиваете? ,Ваш факультет,Ваша форма обучения,Ваш пол,И напоследок: опишите БГУИР парой слов или одним предложением,Хотите ещё что-нибудь добавить?
6/25/2020 17:37:33,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Иногда,Часто,Нет,Да,Позитивные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",3,ФИТУ,Бюджетная,Женский,хорошее место,
6/25/2020 18:14:00,Затрудняюсь ответить,"Был до поступления, но пропал","Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Хорошее,"Скорее да, чем нет",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,"Да, не в БГУИР, но в Беларуси",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Нейтрально,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В., Другой кандидат",1,ИЭФ,Платная,Мужской,"Одна тетрадь по всем предметам. Спасибо, БГУИР",
6/25/2020 18:15:35,"Да, и университет, и специальность",Да,"Работаю, но не по профессии",Отсрочка от армии,Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Ужасное,Нет,Часто,Очень часто или постоянно,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКП,Бюджетная,Мужской,Незаслуженно распиаренная форма траты времени впустую,Нет
6/25/2020 18:33:23,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета",Да,"Да, но крайне редко",Не хватает знаний выполнить самостоятельно,Хорошее,"Скорее да, чем нет",Иногда,Иногда,Да,Затрудняюсь ответить,Позитивные,"Да, в БГУИР",Доучиться,"Да, активно интересуюсь",Не собираюсь уезжать,Да,Нейтрально,Нет,"Бабарико В.Д., Цепкало В.В.",1,ФКП,Бюджетная,Женский,"БГУИР довольно неоднозначное место. Иногда я не понимаю, что здесь вообще происходит.",Нет
6/25/2020 18:35:08,"Университет - да, специальность - нет","Был до поступления, но пропал",Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКСиС,Платная,Мужской,Лучшая шарага Беларуси,
6/25/2020 18:49:55,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Иногда,Нет,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФИТУ,Бюджетная,Мужской, ,
6/25/2020 19:03:54,"Университет - да, специальность - нет",Затрудняюсь ответить,"Да, с 4 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Да,Сдаю только свои работы,,Плохое,"Скорее да, чем нет",Иногда,Иногда,Да,Нет,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",Выпустился в прошлом году или ранее,ФКП,Бюджетная,Мужской,"Потенциал большой, реализация хромает ",
6/25/2020 19:21:23,"Университет - да, специальность - нет",Да,"Да, с 4 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,Сдаю только свои работы,,Плохое,"Скорее да, чем нет",Иногда,Иногда,Да,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Затрудняюсь ответить,Нет,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",Магистрант,ФКП,Бюджетная,Мужской,С пивом пойдет,
6/25/2020 19:22:29,"Да, и университет, и специальность",Затрудняюсь ответить,"Работаю, но не по профессии",Отсрочка от армии,Да,Сдаю только свои работы,,Хорошее,Затрудняюсь ответить,Очень редко или никогда,Часто,Да,Да,Нейтральные,Затрудняюсь ответить,Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Нейтрально,Затрудняюсь ответить,,Выпустился в прошлом году или ранее,ФКП,Бюджетная,Мужской,Лучший университет страны,
6/25/2020 19:26:03,"Да, и университет, и специальность",Да,"Работаю, но не по профессии","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом",Да,"Да, но крайне редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Затрудняюсь ответить,"Скорее нет, чем да",Иногда,Иногда,Нет,Да,Нейтральные,"Да, в БГУИР",Доучиться,Не интересуюсь,Затрудняюсь ответить,Нет,Крайне отрицательно,Нет,Лукашенко А.Г.,1,ФКП,Платная,Женский,"Лучшее, что могло со мной случиться",
6/25/2020 19:35:10,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Общественная жизнь университета",Да,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Иногда,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Отрицательно,Нет,Цепкало В.В.,1,ИЭФ,Платная,Мужской,Знания сила!,
6/25/2020 19:39:50,"Да, и университет, и специальность",Да,"Да, с 3 курса","Считаю БГУИР хорошим местом для получения знаний, Общежитие/возможность проживать в Минске",Нет,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,"Скорее да, чем нет",Часто,Часто,Нет,Затрудняюсь ответить,Позитивные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В., Другой кандидат",3,ФКСиС,Бюджетная,Мужской,Ничего особенного,
6/25/2020 19:40:15,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общежитие/возможность проживать в Минске",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,"Скорее да, чем нет",Иногда,Иногда,Затрудняюсь ответить,Да,Позитивные,Нет,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Отрицательно,Да,Цепкало В.В.,1,ФКП,Платная,Мужской,За неимением лучшего довольно хороший университет.,
6/25/2020 19:58:06,"Да, и университет, и специальность",Да,"Работаю, но не по профессии",Отсрочка от армии,Да,Сдаю только свои работы,,Ужасное,Нет,Иногда,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Я уже выпустился/выпускаюсь,"Да, активно интересуюсь",Не собираюсь уезжать,Да,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",Выпустился в прошлом году или ранее,ФКСиС,Платная,Мужской,ну такое,
6/25/2020 20:05:26,"Да, и университет, и специальность","Был до поступления, но пропал",Нигде не работаю,"Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Иногда,Часто,Нет,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,Бабарико В.Д.,2,ФКП,Бюджетная,Мужской,Отсрочка от армии,
6/25/2020 20:22:18,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии",Да,Сдаю только свои работы,,Плохое,"Скорее нет, чем да",Часто,Иногда,Нет,Да,Позитивные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Да,Цепкало В.В.,1,ФКСиС,Бюджетная,Мужской,Почти ФПМИ,
6/25/2020 20:24:58,"Да, и университет, и специальность",Да,"Работаю, но не по профессии",Нужен диплом,Нет,Сдаю только свои работы,,Нормальное,Нет,Редко,Иногда,Да,Нет,Нейтральные,"Да, в БГУИР",Доучиться,"Скорее нет, чем да",Не собираюсь уезжать,Нет,Нейтрально,Затрудняюсь ответить,Лукашенко А.Г.,2,ФИТУ,Бюджетная,Мужской,Шо казаты? Це фантастычна!,
6/25/2020 20:48:54,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Нет,Сдаю только свои работы,,Отличное,Нет,Иногда,Очень редко или никогда,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,,1,ФКСиС,Бюджетная,Мужской,Будущее,
6/25/2020 20:51:56,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Нормальное,Затрудняюсь ответить,Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФКП,Платная,Мужской, , 
6/25/2020 21:16:09,Нет,"Не было до поступления, но появился","Да, с 3 курса","Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,"Скорее да, чем нет",Часто,Иногда,Да,Затрудняюсь ответить,Позитивные,"Да, в БГУИР",Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",3,ФКП,Бюджетная,Мужской,Сойдёт ,"Неплохая теоретическая подготовка, но чтобы после выпуска представлять из себя что-то как специалист, необходимо заниматься самообразованием в выбранном направлении"
6/25/2020 21:34:02,"Да, и университет, и специальность",Да,"Да, с 1 курса",Нужен диплом,Да,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Часто,Часто,Да,Нет,Позитивные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Нейтрально,Нет,Цепкало В.В.,4,ФИК,Бюджетная,Мужской,Могло быть и лучше,
6/25/2020 21:48:34,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, часто",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Редко,Часто,Нет,Да,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее нет, чем да","Возможно, когда-нибудь уеду",Нет,Отрицательно,Нет,,3,ФИТУ,Платная,Мужской,Бгуир,
6/25/2020 22:16:46,"Университет - да, специальность - нет",Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, практически всегда",Отсутствие интереса к предмету,Ужасное,Да,Иногда,Очень часто или постоянно,Нет,Да,Крайне негативные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",3,ФИТУ,Бюджетная,Мужской,переоценённая шарага,
6/25/2020 22:22:28,"Да, и университет, и специальность","Не было до поступления, но появился",Нигде не работаю,"Нужен диплом, Общественная жизнь университета, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, но редко","Нехватка времени, Не хватает знаний выполнить самостоятельно",Плохое,"Скорее да, чем нет",Иногда,Часто,Нет,Да,Нейтральные,Нет,Доучиться,"Скорее нет, чем да",Есть желание уехать,Да,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г.",1,ФКСиС,Бюджетная,Мужской,"Ну могло бы быть и получше.
Дистанционное обучение не оправдало ожиданий.",Спасибо за внимание)
6/25/2020 22:27:51,"Университет - да, специальность - нет","Не было до поступления, но появился",Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета",Да,Сдаю только свои работы,,Нормальное,"Скорее нет, чем да",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Доучиться,"Скорее нет, чем да",Есть желание уехать,Нет,Нейтрально,Да,,1,ФКП,Бюджетная,Мужской,Двигатель самообразования,
6/25/2020 22:33:52,"Университет - да, специальность - было без разницы","Не было до поступления, но появился","Работаю, но не по профессии","Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету",Плохое,"Скорее нет, чем да",Часто,Очень часто или постоянно,Затрудняюсь ответить,Затрудняюсь ответить,Негативные,Затрудняюсь ответить,Получить диплом и выпуститься,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Да,Нейтрально,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",2,ФКП,Бюджетная,Мужской,"Нас ебали, мы сосали. ","Тамада весёлый и конкурсы интересные. Хотелось бы большего нейтралитета со стороны опросов: читая описание опроса, складывается негативное ощущение сразу же. "
6/25/2020 23:03:55,"Университет - да, специальность - нет",Затрудняюсь ответить,Нигде не работаю,Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Хорошее,"Скорее нет, чем да",Часто,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Затрудняюсь ответить,Получить диплом и выпуститься,"Да, активно интересуюсь",Затрудняюсь ответить,Нет,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФИТУ,Бюджетная,Женский,В целом нормально,
6/25/2020 23:07:21,"Университет - да, специальность - нет",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Иногда,Часто,Нет,Да,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Да,"Бабарико В.Д., Цепкало В.В.",2,ФИК,Бюджетная,Мужской,Для РБ норм шарага,
6/25/2020 23:08:37,"Да, и университет, и специальность","Был до поступления, но пропал","Работаю, но не по профессии","Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Затрудняюсь ответить,Иногда,Часто,Нет,Да,Нейтральные,Нет,Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Отрицательно,Да,Бабарико В.Д.,Выпустился в прошлом году или ранее,ФИТУ,Бюджетная,Женский,"Хотелось придумать оригинальное описание итиутса, но вы и так всё знаете)","Занимать очередь в чатиках вечером перед экзаменом не работает, не ведитесь. Итиутс для девушек, но я этим не горжусь. Первый ряд на лекциях поможет запомниться преподу и что-то понять, но на пз можно так не запариваться. С дипломом лучше не затягивать, но если хочется пощекотать нервы, то..."
6/25/2020 23:28:08,"Университет - да, специальность - нет",Да,"Да, с 1 курса","Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Плохое,"Скорее да, чем нет",Часто,Иногда,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,Нет,Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Да,Крайне отрицательно,Нет,,2,ИЭФ,Бюджетная,Мужской,"""ведущий айти вуз сраны""",
6/25/2020 23:31:49,"Да, и университет, и специальность","Не было до поступления, но появился","Да, со 2 курса",Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Да,Часто,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",3,ФКСиС,Бюджетная,Мужской,Иллюзия современности,
6/25/2020 23:50:25,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,Нет,Часто,Часто,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г.",1,ФКСиС,Бюджетная,Мужской,источник баттхерта,"
Говорила мама, надо было идти в кулинарный"
6/26/2020 0:11:13,"Университет - да, специальность - нет","Был до поступления, но пропал",Нигде не работаю,"Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Часто,Часто,Нет,Да,Негативные,Нет,Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Крайне отрицательно,Затрудняюсь ответить,,4,ФРЭ,Бюджетная,Мужской,"птуир,фрэ, ирт, лучший факультет, лучшая кафедра, лучшие люди от низа до верха  ))))))))))",
6/26/2020 0:28:34,"Да, и университет, и специальность","Был до поступления, но пропал",Нигде не работаю,"Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко",Отсутствие интереса к предмету,Плохое,"Скорее нет, чем да",Часто,Часто,Нет,Да,Негативные,"Да, в БГУИР",Получить диплом и выпуститься,Не интересуюсь,Есть желание уехать,Нет,Крайне отрицательно,Нет,,2,ФИТУ,Платная,Мужской,ИИ - топ спецуха,Но вот МРЗ говно. 
6/26/2020 1:01:50,"Университет - да, специальность - нет",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,Нет,Иногда,Редко,Нет,Да,Позитивные,Нет,Доучиться,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФКСиС,Платная,Мужской,"Преподы и деканат хороши, остальные сотрудники мудаки",
6/26/2020 1:15:23,"Университет - да, специальность - было без разницы","Был до поступления, но пропал","Работаю, но не по профессии","Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей",Да,"Да, но редко",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Иногда,Часто,Затрудняюсь ответить,Затрудняюсь ответить,Нейтральные,"Да, не в БГУИР, но в Беларуси",Доучиться,"Скорее да, чем нет","Возможно, когда-нибудь уеду",Нет,Нейтрально,Да,"Бабарико В.Д., Цепкало В.В.",2,ФИТУ,Бюджетная,Мужской,Трясина,
6/26/2020 1:21:14,"Да, и университет, и специальность",Да,Нигде не работаю,Нужен диплом,Да,"Да, часто",Отсутствие интереса к предмету,Нормальное,"Скорее нет, чем да",Часто,Часто,Нет,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Отрицательно,Затрудняюсь ответить,"Бабарико В.Д., Цепкало В.В.",2,ИЭФ,Бюджетная,Мужской,:),
6/26/2020 1:43:09,"Да, и университет, и специальность",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Общественная жизнь университета",Да,"Да, но редко","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Затрудняюсь ответить,"Скорее да, чем нет",Часто,Очень часто или постоянно,Затрудняюсь ответить,Затрудняюсь ответить,Позитивные,Нет,Доучиться,"Скорее да, чем нет",Есть желание уехать,Да,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ИЭФ,Платная,Женский,Семья❤,
6/26/2020 8:30:40,"Университет - да, специальность - было без разницы",Нет,"Работаю, но не по профессии","Нужен диплом, Отсрочка от армии",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее нет, чем да",Часто,Иногда,Нет,Да,Нейтральные,Нет,Я уже выпустился/выпускаюсь,"Скорее да, чем нет",Есть желание уехать,Нет,Крайне отрицательно,Нет,,4,ФИТУ,Бюджетная,Мужской,Совок,
6/26/2020 8:43:47,"Да, и университет, и специальность",Да,"Да, с 3 курса","Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но крайне редко","Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Нормальное,"Скорее да, чем нет",Часто,Очень часто или постоянно,Нет,Да,Нейтральные,Нет,Получить диплом и выпуститься,"Скорее нет, чем да",Есть желание уехать,Нет,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",3,ФИТУ,Бюджетная,Женский,"Лучшее что предоставляет данное заведение - люди, которые в нем учатся и некоторые преподаватели. ",
6/26/2020 8:51:11,"Да, и университет, и специальность",Да,"Работаю, но не по профессии",Считаю БГУИР хорошим местом для получения знаний,Да,"Да, но редко",Не хватает знаний выполнить самостоятельно,Ужасное,Затрудняюсь ответить,Часто,Иногда,Затрудняюсь ответить,Да,Нейтральные,Затрудняюсь ответить,Получить диплом и выпуститься,"Да, активно интересуюсь",Не собираюсь уезжать,Нет,Крайне отрицательно,Нет,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",1,ФИТУ,Бюджетная,Мужской,Звучит красиво,Да
6/26/2020 9:20:49,"Университет - да, специальность - было без разницы",Нет,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Нужен диплом, Отсрочка от армии, Общежитие/возможность проживать в Минске",Да,"Да, часто",Отсутствие интереса к предмету,Затрудняюсь ответить,"Скорее да, чем нет",Очень часто или постоянно,Очень часто или постоянно,Нет,Да,Крайне позитивные,Нет,Получить диплом и выпуститься,"Да, активно интересуюсь","Возможно, когда-нибудь уеду",Да,Отрицательно,Затрудняюсь ответить,Цепкало В.В.,1,ФИК,Бюджетная,Мужской,Нормально,
6/26/2020 9:50:17,Нет,Затрудняюсь ответить,"Работаю, но не по профессии","Нужен диплом, Отсрочка от армии, Друзья/знакомые/мнение родителей, Общежитие/возможность проживать в Минске",Да,"Да, часто","Нехватка времени, Отсутствие интереса к предмету, Не хватает знаний выполнить самостоятельно",Плохое,"Скорее нет, чем да",Редко,Часто,Нет,Да,Негативные,"Да, не в БГУИР, но в Беларуси",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Да,Крайне отрицательно,Нет,Бабарико В.Д.,1,ФРЭ,Бюджетная,Мужской,Ёбанный рот этого казино.,
6/26/2020 10:41:55,"Да, и университет, и специальность",Да,Нигде не работаю,"Нужен диплом, Отсрочка от армии",Да,"Да, но крайне редко","Нехватка времени, Отсутствие интереса к предмету",Нормальное,Да,Очень часто или постоянно,Часто,Нет,Да,Позитивные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Да,"Бабарико В.Д., Тихановская С.Г., Цепкало В.В.",2,ФКСиС,Платная,Мужской,"Университет, который считает себя престижным, преподаватели которого ведут себя надменно из-за престижности на самом деле не является таковым. ",
6/26/2020 11:15:42,"Да, и университет, и специальность","Был до поступления, но пропал","Да, с 4 курса","Нужен диплом, Друзья/знакомые/мнение родителей",Да,"Да, но редко",Не хватает знаний выполнить самостоятельно,Плохое,"Скорее да, чем нет",Иногда,Иногда,Нет,Да,Нейтральные,"Да, но за рубежом",Получить диплом и выпуститься,"Да, активно интересуюсь",Есть желание уехать,Нет,Крайне отрицательно,Нет,Бабарико В.Д.,Выпустился в прошлом году или ранее,ФКСиС,Бюджетная,Мужской,"Очень талантливые студенты, но при этом застрявшая в СССР организация обучения.","Закончил ПОИТ ФКСиС в 2013 году. Программистом стал не сразу, до этого работал в тестировании и техподдержке, несмотря на красный диплом. Учиться было тяжело, часть предметов, если сдавать их честно, а не автоматом за все посещенные занятия, сдать нереально. Часть преподавателей были действительно ""от Бога"", благодаря им студенты действительно прокачиваются в ИТ, но были и полнейшие неадекваты. В плане БРСМ и идеологии отдам БГУИРу должное - особого давления я не испытывал. Досрочно голосовать не требовали, в БРСМ вступать не заставляли, участвовать во всяких идеологических мероприятиях - тоже. "
6/26/2020 11:19:38,"Университет - да, специальность - было без разницы",Да,Нигде не работаю,"Считаю БГУИР хорошим местом для получения знаний, Отсрочка от армии",Нет,"Да, но крайне редко",Нехватка времени,Нормальное,"Скорее нет, чем да",Иногда,Иногда,Нет,Затрудняюсь ответить,Позитивные,Затрудняюсь ответить,Доучиться,"Да, активно интересуюсь",Есть желание уехать,Нет,Отрицательно,Нет,"Бабарико В.Д., Цепкало В.В.",1,ФИТУ,Бюджетная,Мужской,Белорусский государственный университет информатики и радиоэлектроники,
